,tempos[s],u_1,u_2,u_3,u_4,u_5,u_bar,u_prime_1,u_prime_2,u_prime_3,u_prime_4,u_prime_5
5273,1.0546,1.705,1.0748,0.7304,1.12,1.0307,1.11925,-0.58575,0.0444500000000001,0.38885000000000003,-0.0007500000000000284,0.08855000000000013
5274,1.0548,1.705,1.0775,0.7317,1.1177,1.0372,1.1206500000000001,-0.5843499999999999,0.043150000000000244,0.38895000000000013,0.00295000000000023,0.08345000000000025
5275,1.055,1.705,1.0788,0.7317,1.1072,1.047,1.1207833333333332,-0.5842166666666668,0.04198333333333326,0.3890833333333332,0.01358333333333328,0.07378333333333331
5276,1.0552,1.7071,1.0809,0.7304,1.0992,1.0545,1.1212166666666665,-0.5858833333333335,0.040316666666666556,0.3908166666666665,0.022016666666666573,0.06671666666666654
5277,1.0554,1.7028,1.0809,0.7304,1.0879,1.0608,1.1197000000000001,-0.5831,0.03880000000000017,0.3893000000000001,0.03180000000000005,0.058900000000000174
5278,1.0556,1.7071,1.0822,0.7304,1.079,1.0653,1.1199333333333332,-0.5871666666666668,0.037733333333333174,0.3895333333333332,0.040933333333333266,0.05463333333333331
5279,1.0558,1.7006,1.0829,0.728,1.069,1.0712,1.1179166666666667,-0.5826833333333332,0.035016666666666696,0.3899166666666667,0.04891666666666672,0.04671666666666674
5280,1.056,1.7028,1.0829,0.728,1.0606,1.0778,1.1180166666666667,-0.5847833333333334,0.035116666666666685,0.3900166666666667,0.05741666666666667,0.04021666666666657
5281,1.0562,1.7071,1.0822,0.7255,1.0511,1.0725,1.1157666666666668,-0.5913333333333333,0.033566666666666745,0.39026666666666676,0.06466666666666687,0.043266666666666787
5282,1.0564,1.7028,1.0843,0.7255,1.0425,1.0772,1.1147833333333332,-0.5880166666666669,0.030483333333333196,0.3892833333333332,0.07228333333333326,0.0375833333333333
5283,1.0566,1.6985,1.085,0.7217,1.0335,1.0712,1.1110833333333334,-0.5874166666666665,0.02608333333333346,0.3893833333333334,0.07758333333333334,0.03988333333333349
5284,1.0568,1.7159,1.0863,0.7192,1.0246,1.0725,1.11255,-0.60335,0.026249999999999885,0.39335,0.08794999999999997,0.04004999999999992
5285,1.057,1.6963,1.085,0.7179,1.0175,1.0679,1.1069333333333333,-0.5893666666666666,0.02193333333333336,0.38903333333333334,0.08943333333333325,0.03903333333333325
5286,1.0572,1.7028,1.087,0.714,1.0094,1.066,1.1060666666666668,-0.5967333333333333,0.019066666666666787,0.3920666666666668,0.09666666666666668,0.040066666666666695
5287,1.0574,1.7093,1.0884,0.7127,1.0014,1.0686,1.1063,-0.603,0.017900000000000027,0.39360000000000006,0.1049,0.03770000000000007
5288,1.0576,1.7028,1.0884,0.7101,0.9945,1.0686,1.1036666666666668,-0.5991333333333333,0.015266666666666762,0.39356666666666684,0.10916666666666675,0.0350666666666668
5289,1.0578,1.7071,1.0884,0.7101,0.9865,1.0719,1.1036333333333335,-0.6034666666666666,0.015233333333333432,0.3935333333333335,0.11713333333333342,0.03173333333333339
5290,1.058,1.705,1.0877,0.7088,0.9796,1.0785,1.1029333333333333,-0.6020666666666667,0.015233333333333432,0.39413333333333334,0.1233333333333333,0.024433333333333307
5291,1.0582,1.6985,1.0877,0.7088,0.9726,1.0867,1.102083333333333,-0.5964166666666668,0.014383333333333193,0.3932833333333331,0.12948333333333306,0.015383333333333082
5292,1.0584,1.7071,1.085,0.7075,0.9674,1.0965,1.1036499999999998,-0.6034500000000003,0.018649999999999833,0.3961499999999998,0.13624999999999976,0.007149999999999768
5293,1.0586,1.7071,1.0809,0.7114,0.9609,1.1067,1.1042666666666665,-0.6028333333333336,0.023366666666666536,0.3928666666666665,0.14336666666666653,-0.0024333333333335094
5294,1.0588,1.7093,1.0802,0.7101,0.9556,1.1195,1.1055833333333334,-0.6037166666666667,0.025383333333333313,0.3954833333333334,0.14998333333333336,-0.013916666666666577
5295,1.059,1.705,1.0768,0.7166,0.9496,1.128,1.1058333333333334,-0.5991666666666666,0.029033333333333466,0.38923333333333343,0.15623333333333345,-0.022166666666666446
5296,1.0592,1.7115,1.0728,0.7204,0.9472,1.1288,1.10665,-0.6048500000000001,0.033849999999999936,0.38624999999999987,0.15944999999999987,-0.022150000000000114
5297,1.0594,1.7071,1.0682,0.7255,0.9417,1.1272,1.10485,-0.60225,0.03665000000000007,0.3793500000000001,0.16315000000000013,-0.02234999999999987
5298,1.0596,1.705,1.0656,0.7292,0.9393,1.1195,1.1030333333333333,-0.6019666666666668,0.03743333333333321,0.37383333333333335,0.1637333333333333,-0.01646666666666663
5299,1.0598,1.6835,1.0637,0.7341,0.938,1.1096,1.0981166666666666,-0.5853833333333334,0.03441666666666654,0.36401666666666666,0.16011666666666668,-0.01148333333333329
5300,1.06,1.7203,1.0592,0.7402,0.9368,1.0958,1.10205,-0.61825,0.042850000000000055,0.36185,0.16525,0.006249999999999867
5301,1.0602,1.705,1.0586,0.7543,0.9355,1.0799,1.0989166666666668,-0.6060833333333333,0.04031666666666678,0.3446166666666668,0.16341666666666677,0.01901666666666668
5302,1.0604,1.705,1.0586,0.7438,0.9361,1.0647,1.0947666666666667,-0.6102333333333334,0.03616666666666668,0.35096666666666665,0.15866666666666662,0.030066666666666686
5303,1.0606,1.7071,1.0579,0.7623,0.9374,1.0513,1.0961,-0.611,0.03820000000000001,0.3338000000000001,0.15870000000000006,0.04480000000000017
5304,1.0608,1.7028,1.0586,0.7657,0.9399,1.0397,1.0945833333333332,-0.6082166666666668,0.035983333333333256,0.3288833333333332,0.15468333333333328,0.05488333333333317
5305,1.061,1.7006,1.0579,0.7634,0.9442,1.0277,1.0924666666666667,-0.6081333333333332,0.034566666666666634,0.32906666666666673,0.14826666666666666,0.06476666666666664
5306,1.0612,1.7115,1.0573,0.7612,0.9472,1.0189,1.0928833333333332,-0.6186166666666668,0.0355833333333333,0.3316833333333332,0.14568333333333316,0.07398333333333329
5307,1.0614,1.705,1.0617,0.7646,0.9508,1.0125,1.0926666666666667,-0.6123333333333334,0.030966666666666587,0.32806666666666673,0.1418666666666667,0.08016666666666672
5308,1.0616,1.7071,1.0554,0.7634,0.9544,1.0073,1.0915333333333332,-0.6155666666666668,0.03613333333333335,0.3281333333333333,0.13713333333333322,0.08423333333333316
5309,1.0618,1.705,1.0535,0.7623,0.958,1.0044,1.0908333333333333,-0.6141666666666667,0.03733333333333322,0.32853333333333334,0.13283333333333336,0.08643333333333336
5310,1.062,1.7071,1.0605,0.7578,0.9609,0.9992,1.09125,-0.61585,0.030750000000000055,0.33345,0.13035000000000008,0.09205000000000008
5311,1.0622,1.7093,1.0598,0.7532,0.9639,0.9987,1.0911833333333334,-0.6181166666666666,0.03138333333333332,0.3379833333333334,0.12728333333333341,0.09248333333333336
5312,1.0624,1.7225,1.0605,0.7462,0.9651,0.9969,1.0922666666666665,-0.6302333333333334,0.0317666666666665,0.3460666666666665,0.12716666666666654,0.09536666666666649
5313,1.0626,1.6963,1.0617,0.7366,0.9691,0.9935,1.0866333333333333,-0.6096666666666666,0.024933333333333252,0.3500333333333333,0.11753333333333338,0.09313333333333329
5314,1.0628,1.7071,1.063,0.7267,0.9697,0.9918,1.0868499999999999,-0.6202500000000002,0.023849999999999927,0.36014999999999986,0.11714999999999987,0.09504999999999986
5315,1.063,1.7071,1.065,0.714,0.9697,0.9901,1.0848166666666668,-0.6222833333333333,0.019816666666666816,0.3708166666666668,0.11511666666666676,0.09471666666666678
5316,1.0632,1.705,1.065,0.7009,0.9726,0.9855,1.0820333333333334,-0.6229666666666667,0.017033333333333456,0.38113333333333344,0.10943333333333338,0.09653333333333336
5317,1.0634,1.7137,1.0663,0.6873,0.9703,0.9815,1.0804166666666666,-0.6332833333333334,0.014116666666666555,0.39311666666666656,0.11011666666666653,0.09891666666666654
5318,1.0636,1.7028,1.0676,0.6761,0.9697,0.9763,1.0760166666666668,-0.6267833333333332,0.008416666666666739,0.3999166666666668,0.10631666666666684,0.0997166666666669
5319,1.0638,1.7028,1.0676,0.6661,0.968,0.9716,1.0733166666666667,-0.6294833333333334,0.005716666666666592,0.40721666666666667,0.10531666666666673,0.10171666666666668
5320,1.064,1.7093,1.0669,0.6573,0.9662,0.9687,1.0720666666666665,-0.6372333333333335,0.005166666666666542,0.4147666666666665,0.10586666666666655,0.1033666666666665
5321,1.0642,1.6985,1.0676,0.6528,0.9651,0.9582,1.0677333333333332,-0.6307666666666667,0.0001333333333330966,0.41493333333333315,0.10263333333333324,0.10953333333333315
5322,1.0644,1.7115,1.0663,0.6483,0.9627,0.9588,1.0686666666666667,-0.6428333333333334,0.002366666666666628,0.42036666666666667,0.10596666666666665,0.10986666666666667
5323,1.0646,1.7028,1.063,0.6498,0.9598,0.9588,1.0664666666666667,-0.6363333333333334,0.003466666666666729,0.41666666666666663,0.10666666666666669,0.10766666666666669
5324,1.0648,1.7006,1.0624,0.6498,0.9568,0.954,1.0647333333333333,-0.6358666666666666,0.0023333333333332984,0.41493333333333327,0.10793333333333333,0.11073333333333335
5325,1.065,1.7028,1.0611,0.6498,0.955,0.948,1.0636166666666667,-0.6391833333333334,0.0025166666666667226,0.4138166666666666,0.1086166666666667,0.1156166666666667
5326,1.0652,1.7137,1.0567,0.6513,0.952,0.9462,1.0641833333333335,-0.6495166666666665,0.007483333333333508,0.4128833333333335,0.11218333333333352,0.11798333333333344
5327,1.0654,1.6963,1.0548,0.6513,0.9484,0.9419,1.0596833333333333,-0.6366166666666666,0.004883333333333351,0.4083833333333333,0.11128333333333329,0.11778333333333335
5328,1.0656,1.7093,1.0523,0.6528,0.9472,0.9388,1.0610000000000002,-0.6482999999999999,0.008700000000000152,0.4082000000000001,0.11380000000000012,0.1222000000000002
5329,1.0658,1.7093,1.0504,0.6543,0.9436,0.9363,1.05995,-0.6493500000000001,0.009549999999999947,0.40564999999999996,0.11634999999999995,0.12364999999999993
5330,1.066,1.705,1.0473,0.6558,0.9411,0.9338,1.0581666666666667,-0.6468333333333334,0.010866666666666802,0.40236666666666665,0.11706666666666665,0.12436666666666674
5331,1.0662,1.7028,1.043,0.6602,0.9386,0.9319,1.0571166666666667,-0.6456833333333334,0.014116666666666777,0.3969166666666667,0.11851666666666671,0.12521666666666675
5332,1.0664,1.7093,1.0418,0.6661,0.9368,0.9326,1.0588333333333333,-0.6504666666666667,0.017033333333333234,0.39273333333333327,0.12203333333333333,0.1262333333333333
5333,1.0666,1.7115,1.0381,0.6718,0.9343,0.9344,1.0594500000000002,-0.6520499999999998,0.021350000000000202,0.38765000000000027,0.1251500000000002,0.12505000000000022
5334,1.0668,1.6985,1.0351,0.6818,0.9305,0.9357,1.0580666666666667,-0.6404333333333332,0.022966666666666802,0.37626666666666675,0.12756666666666672,0.12236666666666673
5335,1.067,1.705,1.0292,0.6914,0.9286,0.9363,1.0595833333333335,-0.6454166666666665,0.03038333333333365,0.36818333333333353,0.13098333333333356,0.12328333333333352
5336,1.0672,1.7093,1.0262,0.7062,0.926,0.9369,1.0619666666666665,-0.6473333333333335,0.0357666666666665,0.35576666666666645,0.13596666666666646,0.12506666666666655
5337,1.0674,1.7071,1.0191,0.7179,0.9221,0.9369,1.06175,-0.6453500000000001,0.04265000000000008,0.34385,0.13964999999999994,0.12485000000000002
5338,1.0676,1.7093,1.0145,0.7292,0.9182,0.9344,1.0622,-0.6471,0.047700000000000076,0.3330000000000001,0.14400000000000002,0.12780000000000002
5339,1.0678,1.675,1.0087,0.745,0.9136,0.9338,1.0573166666666667,-0.6176833333333334,0.04861666666666675,0.3123166666666667,0.14371666666666671,0.12351666666666672
5340,1.068,1.7425,1.0024,0.7578,0.9116,0.9307,1.0688333333333333,-0.6736666666666666,0.06643333333333334,0.3110333333333333,0.15723333333333334,0.13813333333333333
5341,1.0682,1.7028,0.9978,0.7723,0.9054,0.9294,1.06265,-0.64015,0.06485000000000007,0.2903500000000001,0.1572500000000001,0.1332500000000001
5342,1.0684,1.7006,0.9932,0.7841,0.9027,0.9319,1.0634833333333333,-0.6371166666666666,0.07028333333333336,0.2793833333333333,0.1607833333333334,0.13158333333333339
5343,1.0686,1.7093,0.9869,0.7945,0.8971,0.9357,1.0653499999999998,-0.6439500000000002,0.0784499999999998,0.2708499999999998,0.1682499999999998,0.12964999999999982
5344,1.0688,1.7006,0.9817,0.8113,0.8928,0.9407,1.0659833333333333,-0.6346166666666666,0.08428333333333327,0.25468333333333326,0.17318333333333324,0.1252833333333333
5345,1.069,1.7028,0.9777,0.8171,0.8892,0.9486,1.0674,-0.6354000000000002,0.08969999999999989,0.25029999999999986,0.17819999999999991,0.1187999999999999
5346,1.0692,1.705,0.9719,0.8245,0.8855,0.9599,1.0693333333333335,-0.6356666666666666,0.09743333333333348,0.24483333333333346,0.18383333333333352,0.1094333333333335
5347,1.0694,1.705,0.969,0.8345,0.881,0.9705,1.0715666666666668,-0.6334333333333333,0.1025666666666668,0.23706666666666676,0.19056666666666677,0.10106666666666675
5348,1.0696,1.7028,0.9679,0.8424,0.8772,0.9849,1.0741333333333334,-0.6286666666666667,0.1062333333333334,0.23173333333333335,0.1969333333333334,0.08923333333333339
5349,1.0698,1.705,0.9638,0.8492,0.875,0.9987,1.0769166666666667,-0.6280833333333333,0.11311666666666675,0.2277166666666668,0.20191666666666674,0.07821666666666671
5350,1.07,1.705,0.962,0.8559,0.8734,1.0107,1.0795000000000001,-0.6255,0.11750000000000016,0.22360000000000013,0.20610000000000017,0.0688000000000002
5351,1.0702,1.7028,0.9661,0.8624,0.8695,1.0212,1.0820333333333334,-0.6207666666666667,0.11593333333333344,0.21963333333333335,0.21253333333333335,0.060833333333333295
5352,1.0704,1.7093,0.9643,0.8672,0.868,1.0295,1.0847833333333334,-0.6245166666666666,0.12048333333333339,0.21758333333333346,0.21678333333333344,0.05528333333333335
5353,1.0706,1.7006,0.9649,0.8734,0.8757,1.0324,1.0862666666666667,-0.6143333333333332,0.12136666666666673,0.21286666666666676,0.21056666666666668,0.05386666666666673
5354,1.0708,1.7028,0.9661,0.878,0.8648,1.0318,1.0857166666666667,-0.6170833333333334,0.1196166666666667,0.20771666666666666,0.22091666666666665,0.05391666666666661
5355,1.071,1.7006,0.9673,0.8833,0.8632,1.0295,1.0858166666666669,-0.614783333333333,0.11851666666666683,0.2025166666666669,0.2226166666666669,0.05631666666666679
5356,1.0712,1.705,0.9673,0.8892,0.8608,1.0206,1.0856833333333333,-0.6193166666666667,0.11838333333333328,0.19648333333333334,0.22488333333333332,0.06508333333333338
5357,1.0714,1.705,0.9673,0.8963,0.8632,1.0142,1.0862333333333332,-0.6187666666666669,0.11893333333333311,0.18993333333333318,0.2230333333333332,0.07203333333333317
5358,1.0716,1.705,0.969,0.902,0.864,1.0061,1.0862833333333333,-0.6187166666666668,0.1172833333333333,0.18428333333333324,0.22228333333333328,0.08018333333333327
5359,1.0718,1.7071,0.9684,0.9075,0.8624,0.9992,1.0860666666666667,-0.6210333333333333,0.1176666666666667,0.17856666666666676,0.22366666666666668,0.08686666666666676
5360,1.072,1.7028,0.9696,0.9156,0.8624,0.9912,1.0856000000000001,-0.6172,0.1160000000000001,0.17000000000000015,0.22320000000000007,0.09440000000000015
5361,1.0722,1.705,0.9713,0.9202,0.8624,0.9866,1.0862833333333335,-0.6187166666666666,0.11498333333333344,0.16608333333333347,0.22388333333333343,0.09968333333333346
5362,1.0724,1.705,0.9725,0.9273,0.8616,0.9838,1.0871000000000002,-0.6178999999999999,0.11460000000000015,0.15980000000000016,0.22550000000000014,0.10330000000000017
5363,1.0726,1.7071,0.9748,0.9343,0.864,0.9838,1.0894333333333333,-0.6176666666666668,0.11463333333333325,0.15513333333333323,0.22543333333333326,0.10563333333333325
5364,1.0728,1.7028,0.9766,0.9386,0.8648,0.9832,1.0897999999999999,-0.6130000000000002,0.11319999999999986,0.1511999999999999,0.22499999999999987,0.10659999999999992
5365,1.073,1.7071,0.9777,0.9448,0.8656,0.9803,1.0914166666666667,-0.6156833333333334,0.11371666666666669,0.14661666666666673,0.22581666666666667,0.11111666666666675
5366,1.0732,1.7028,0.9806,0.9496,0.8687,0.9883,1.0938666666666665,-0.6089333333333335,0.11326666666666652,0.14426666666666654,0.22516666666666652,0.10556666666666659
5367,1.0734,1.7137,0.9794,0.9532,0.8703,0.9889,1.0964833333333333,-0.6172166666666667,0.1170833333333332,0.1432833333333332,0.2261833333333333,0.10758333333333325
5368,1.0736,1.705,0.9794,0.958,0.8742,0.9924,1.0971,-0.6079000000000001,0.11769999999999992,0.1391,0.2229,0.10470000000000002
5369,1.0738,1.6985,0.9789,0.9621,0.878,0.9946,1.09765,-0.6008499999999999,0.11875000000000002,0.13555000000000006,0.21965,0.10304999999999997
5370,1.074,1.7071,0.9771,0.9656,0.8833,0.9969,1.100666666666667,-0.6064333333333332,0.12356666666666694,0.1350666666666669,0.21736666666666693,0.1037666666666669
5371,1.0742,1.7028,0.976,0.968,0.8884,0.9975,1.1011499999999999,-0.6016500000000002,0.12514999999999987,0.13314999999999988,0.21274999999999988,0.1036499999999998
5372,1.0744,1.705,0.976,0.9697,0.8949,0.9975,1.1029166666666665,-0.6020833333333335,0.12691666666666657,0.13321666666666654,0.20801666666666652,0.10541666666666649
5373,1.0746,1.705,0.9737,0.9715,0.9013,0.9969,1.1038333333333334,-0.6011666666666666,0.13013333333333343,0.1323333333333334,0.20253333333333345,0.10693333333333344
5374,1.0748,1.7006,0.9754,0.9715,0.9082,0.9958,1.1043833333333333,-0.5962166666666666,0.12898333333333323,0.13288333333333324,0.19618333333333327,0.10858333333333325
5375,1.075,1.705,0.976,0.9732,0.9149,0.9958,1.1066500000000001,-0.5983499999999999,0.13065000000000015,0.13345000000000018,0.1917500000000001,0.11085000000000012
5376,1.0752,1.7028,0.9806,0.9726,0.9208,0.9964,1.1080666666666668,-0.5947333333333333,0.12746666666666673,0.13546666666666674,0.1872666666666668,0.1116666666666668
5377,1.0754,1.705,0.984,0.9726,0.9286,0.9987,1.1107166666666668,-0.5942833333333333,0.1267166666666668,0.13811666666666678,0.18211666666666682,0.11201666666666676
5378,1.0756,1.7137,0.9921,0.9726,0.9349,1.0033,1.1153666666666666,-0.5983333333333334,0.12326666666666664,0.1427666666666666,0.18046666666666666,0.11206666666666654
5379,1.0758,1.7028,0.9984,0.9755,0.9417,1.0073,1.1169166666666668,-0.5858833333333333,0.11851666666666683,0.14141666666666675,0.1752166666666668,0.1096166666666667
5380,1.076,1.6942,1.0053,0.972,0.9472,1.0136,1.1180500000000002,-0.5761499999999997,0.11275000000000013,0.14605000000000024,0.17085000000000017,0.10445000000000015
5381,1.0762,1.7291,1.0145,0.972,0.9544,1.0218,1.128,-0.6011000000000002,0.11349999999999993,0.15599999999999992,0.17359999999999987,0.10619999999999985
5382,1.0764,1.6792,1.0238,0.9726,0.9586,1.0295,1.12335,-0.55585,0.09955000000000003,0.15075000000000005,0.16475000000000006,0.09384999999999999
5383,1.0766,1.7137,1.0321,0.972,0.9639,1.0372,1.132583333333333,-0.581116666666667,0.10048333333333304,0.16058333333333308,0.16868333333333307,0.09538333333333315
5384,1.0768,1.7071,1.0424,0.972,0.9691,1.0451,1.1354166666666665,-0.5716833333333335,0.09301666666666653,0.16341666666666654,0.16631666666666656,0.0903166666666666
5385,1.077,1.7006,1.0548,0.9686,0.9744,1.0513,1.1377833333333334,-0.5628166666666665,0.08298333333333341,0.16918333333333335,0.16338333333333332,0.08648333333333347
5386,1.0772,1.7028,1.0708,0.9732,0.9796,1.057,1.1434333333333335,-0.5593666666666666,0.07263333333333355,0.17023333333333357,0.1638333333333335,0.08643333333333358
5387,1.0774,1.7028,1.085,0.9726,0.9842,1.0608,1.1471333333333333,-0.5556666666666668,0.062133333333333374,0.17453333333333332,0.16293333333333337,0.08633333333333337
5388,1.0776,1.705,1.1019,0.9703,0.9899,1.0608,1.1509166666666666,-0.5540833333333335,0.049016666666666486,0.18061666666666654,0.16101666666666659,0.09011666666666662
5389,1.0778,1.705,1.1152,0.968,0.9979,1.0608,1.1541166666666667,-0.5508833333333334,0.03891666666666671,0.1861166666666667,0.15621666666666667,0.09331666666666671
5390,1.078,1.705,1.1454,0.9662,1.0025,1.0608,1.15965,-0.54535,0.014250000000000096,0.19345000000000012,0.15715000000000012,0.0988500000000001
5391,1.0782,1.705,1.1437,0.9651,1.01,1.0583,1.1600499999999998,-0.5449500000000003,0.016349999999999865,0.19494999999999985,0.1500499999999998,0.10174999999999979
5392,1.0784,1.7071,1.153,0.9621,1.0158,1.0589,1.1625499999999998,-0.5445500000000003,0.009549999999999725,0.2004499999999998,0.14674999999999971,0.1036499999999998
5393,1.0786,1.7028,1.1581,0.9592,1.021,1.057,1.1627833333333333,-0.5400166666666668,0.004683333333333373,0.20358333333333323,0.14178333333333337,0.10578333333333334
5394,1.0788,1.7071,1.1678,0.9568,1.0317,1.0608,1.1671666666666667,-0.5399333333333334,-0.0006333333333332636,0.2103666666666667,0.13546666666666662,0.10636666666666672
5395,1.079,1.7071,1.1723,0.9532,1.0246,1.0666,1.1671333333333334,-0.5399666666666667,-0.005166666666666542,0.2139333333333333,0.1425333333333334,0.10053333333333336
5396,1.0792,1.7137,1.1741,0.949,1.0347,1.0758,1.1710833333333333,-0.5426166666666667,-0.0030166666666666675,0.2220833333333333,0.1363833333333333,0.09528333333333316
5397,1.0794,1.6942,1.1714,0.9448,1.0401,1.0902,1.1700166666666667,-0.5241833333333332,-0.001383333333333292,0.22521666666666673,0.12991666666666668,0.07981666666666665
5398,1.0796,1.7137,1.1634,0.9405,1.0365,1.1037,1.1729,-0.5408,0.009500000000000064,0.23240000000000005,0.13640000000000008,0.06920000000000015
5399,1.0798,1.7093,1.1564,0.9343,1.0425,1.1172,1.1732500000000001,-0.5360499999999999,0.01685000000000003,0.2389500000000001,0.13075000000000014,0.056050000000000155
5400,1.08,1.7006,1.1462,0.9273,1.0419,1.1296,1.1709333333333334,-0.5296666666666665,0.024733333333333274,0.24363333333333337,0.12903333333333333,0.041333333333333444
5401,1.0802,1.7071,1.1356,0.9215,1.0443,1.1417,1.1717333333333333,-0.5353666666666668,0.03613333333333335,0.2502333333333333,0.1274333333333333,0.030033333333333356
5402,1.0804,1.7028,1.1229,0.9169,1.0456,1.1534,1.1703333333333334,-0.5324666666666666,0.04743333333333344,0.2534333333333334,0.12473333333333336,0.016933333333333467
5403,1.0806,1.7028,1.1078,0.9082,1.0462,1.1612,1.1678,-0.5350000000000001,0.06000000000000005,0.25959999999999994,0.12159999999999993,0.006599999999999939
5404,1.0808,1.705,1.0961,0.9006,1.0456,1.1509,1.1631666666666667,-0.5418333333333334,0.06706666666666661,0.2625666666666667,0.1175666666666666,0.012266666666666648
5405,1.081,1.7071,1.0822,0.8928,1.045,1.1783,1.1644,-0.5427,0.08220000000000005,0.27160000000000006,0.11940000000000017,-0.013899999999999801
5406,1.0812,1.7028,1.0682,0.8862,1.0431,1.1857,1.1611999999999998,-0.5416000000000003,0.09299999999999975,0.2749999999999998,0.11809999999999987,-0.02450000000000019
5407,1.0814,1.6963,1.0605,0.8765,1.0413,1.2181,1.1623499999999998,-0.5339500000000001,0.10184999999999977,0.2858499999999998,0.12104999999999988,-0.05575000000000019
5408,1.0816,1.7071,1.0485,0.868,1.0389,1.2264,1.16175,-0.54535,0.11325000000000007,0.29375000000000007,0.12285000000000013,-0.06464999999999987
5409,1.0818,1.705,1.0424,0.8591,1.0359,1.2523,1.16275,-0.5422500000000001,0.12034999999999996,0.30365,0.1268499999999999,-0.08955000000000002
5410,1.082,1.7028,1.0399,0.8509,1.0329,1.2764,1.16415,-0.5386500000000001,0.12424999999999997,0.31325000000000003,0.1312500000000001,-0.11224999999999996
5411,1.0822,1.7028,1.0381,0.8424,1.0311,1.3007,1.1662166666666667,-0.5365833333333334,0.12811666666666666,0.32381666666666664,0.13511666666666677,-0.1344833333333333
5412,1.0824,1.7071,1.0387,0.8327,1.0293,1.3341,1.1707166666666666,-0.5363833333333334,0.13201666666666667,0.33801666666666663,0.14141666666666652,-0.16338333333333344
5413,1.0826,1.7006,1.0387,0.8227,1.0275,1.3408,1.1688166666666666,-0.5317833333333333,0.13011666666666666,0.34611666666666663,0.14131666666666653,-0.17198333333333338
5414,1.0828,1.692,1.0412,0.8142,1.0257,1.3572,1.1688500000000002,-0.5231499999999998,0.12765000000000026,0.35465000000000013,0.1431500000000001,-0.1883499999999998
5415,1.083,1.7093,1.0418,0.8035,1.0251,1.377,1.1732833333333332,-0.5360166666666668,0.13148333333333317,0.36978333333333324,0.14818333333333333,-0.20371666666666677
5416,1.0832,1.705,1.0424,0.7945,1.0228,1.3872,1.1725166666666667,-0.5324833333333334,0.13011666666666666,0.37801666666666667,0.14971666666666672,-0.21468333333333334
5417,1.0834,1.7006,1.0448,0.7862,1.0199,1.396,1.1718166666666667,-0.5287833333333332,0.12701666666666678,0.3856166666666667,0.1519166666666667,-0.22418333333333318
5418,1.0836,1.7071,1.0436,0.7766,1.0181,1.4005,1.1715833333333332,-0.5355166666666669,0.12798333333333312,0.39498333333333324,0.1534833333333332,-0.22891666666666688
5419,1.0838,1.7071,1.0442,0.7701,1.0152,1.4035,1.17065,-0.5364500000000001,0.12644999999999995,0.40054999999999996,0.15544999999999987,-0.23285
5420,1.084,1.7006,1.0418,0.7589,1.0129,1.4035,1.1669500000000002,-0.5336499999999997,0.1251500000000001,0.40805000000000013,0.15405000000000024,-0.23654999999999982
5421,1.0842,1.705,1.0387,0.7497,1.0094,1.393,1.1633333333333333,-0.5416666666666667,0.12463333333333337,0.4136333333333333,0.15393333333333326,-0.22966666666666669
5422,1.0844,1.6942,1.0363,0.7438,1.0065,1.3886,1.1589666666666667,-0.5352333333333332,0.1226666666666667,0.4151666666666667,0.15246666666666675,-0.22963333333333336
5423,1.0846,1.7159,1.0309,0.7378,1.0048,1.3756,1.1582666666666668,-0.5576333333333332,0.12736666666666685,0.42046666666666677,0.15346666666666686,-0.21733333333333316
5424,1.0848,1.7093,1.0256,0.7292,1.0031,1.3586,1.1517666666666666,-0.5575333333333334,0.12616666666666654,0.42256666666666665,0.1486666666666665,-0.20683333333333342
5425,1.085,1.7028,1.0221,0.723,1.0019,1.3408,1.1459333333333332,-0.5568666666666668,0.12383333333333324,0.4229333333333333,0.14403333333333324,-0.19486666666666674
5426,1.0852,1.7028,1.0162,0.7166,1.0002,1.3341,1.1425166666666668,-0.5602833333333332,0.12631666666666685,0.42591666666666683,0.14231666666666687,-0.19158333333333322
5427,1.0854,1.7028,1.0104,0.7204,0.9996,1.3082,1.1378,-0.5650000000000002,0.12739999999999996,0.4173999999999999,0.13819999999999988,-0.1704000000000001
5428,1.0856,1.6985,1.0047,0.6996,0.9996,1.3019,1.1316499999999998,-0.5668500000000001,0.1269499999999999,0.4320499999999998,0.13204999999999978,-0.17025000000000023
5429,1.0858,1.7028,0.9995,0.7009,1.0002,1.2776,1.1278,-0.5750000000000002,0.12829999999999986,0.42689999999999995,0.12759999999999994,-0.14980000000000016
5430,1.086,1.7006,0.9943,0.7009,0.9979,1.2625,1.1237,-0.5769,0.12939999999999996,0.42279999999999995,0.1257999999999999,-0.13880000000000003
5431,1.0862,1.705,0.9966,0.6942,0.9979,1.2568,1.1227833333333335,-0.5822166666666666,0.12618333333333343,0.4285833333333334,0.12488333333333346,-0.13401666666666645
5432,1.0864,1.7028,0.9823,0.6914,0.9968,1.2557,1.1192333333333335,-0.5835666666666666,0.13693333333333357,0.4278333333333335,0.1224333333333335,-0.13646666666666651
5433,1.0866,1.6985,0.9835,0.6873,0.995,1.2413,1.1153666666666666,-0.5831333333333333,0.13186666666666658,0.4280666666666666,0.12036666666666662,-0.12593333333333345
5434,1.0868,1.7093,0.9789,0.6887,0.9922,1.2479,1.1173,-0.5920000000000001,0.13839999999999997,0.4286,0.1251,-0.13060000000000005
