,tempos[s],u_1,u_2,u_3,u_4,u_5,u_bar,u_prime_1,u_prime_2,u_prime_3,u_prime_4,u_prime_5
58,0.0116,11.8794,6.1498,4.5375,6.4786,6.4736,5.921749999999999,-5.957650000000001,-0.22805000000000053,1.3842499999999998,-0.5568500000000007,-0.5518500000000008
59,0.0118,11.9347,4.9921,4.3783,6.817,6.7139,5.807966666666666,-6.126733333333333,0.8158666666666665,1.429666666666666,-1.009033333333334,-0.9059333333333335
60,0.012,11.3019,3.8445,4.2704,8.0116,6.3639,5.634050000000001,-5.667849999999999,1.789550000000001,1.3636500000000007,-2.3775499999999985,-0.729849999999999
61,0.0122,11.8306,4.7841,3.8706,8.5301,6.4348,5.9104,-5.9202,1.1263000000000005,2.0398,-2.619699999999999,-0.5244
62,0.0124,11.9532,5.5737,3.4688,6.3368,5.8432,5.53135,-6.421850000000001,-0.04234999999999989,2.06255,-0.8054500000000004,-0.3118500000000006
63,0.0126,11.2753,5.7841,3.2955,6.6408,5.7932,5.466916666666666,-5.8083833333333335,-0.3171833333333334,2.171416666666666,-1.1738833333333334,-0.3262833333333335
64,0.0128,11.7867,5.7468,3.5486,7.0862,5.5213,5.617066666666666,-6.1696333333333335,-0.12973333333333414,2.0684666666666662,-1.4691333333333336,0.09576666666666611
65,0.013,11.9623,5.2702,4.3133,5.9863,5.6319,5.5295,-6.432800000000001,0.25929999999999964,1.2161999999999997,-0.4568000000000003,-0.10240000000000027
66,0.0132,11.2807,6.9203,3.8305,4.4438,6.7204,5.534816666666667,-5.745883333333333,-1.3854833333333332,1.7043166666666671,1.0910166666666665,-1.1855833333333328
67,0.0134,11.7341,8.8328,3.4735,4.5375,6.9035,5.915800000000001,-5.818299999999999,-2.917,2.442300000000001,1.3783000000000012,-0.9876999999999994
68,0.0136,11.9738,9.5724,4.3187,5.1345,6.6032,6.2693666666666665,-5.704433333333334,-3.3030333333333335,1.9506666666666668,1.1348666666666665,-0.33383333333333365
69,0.0138,11.3382,8.6974,4.5709,5.9107,5.8808,6.0686333333333335,-5.269566666666667,-2.6287666666666665,1.4977333333333336,0.15793333333333326,0.18783333333333374
70,0.014,11.6923,7.9374,4.5653,5.0401,4.8556,5.684116666666667,-6.008183333333332,-2.253283333333333,1.1188166666666675,0.6440166666666673,0.8285166666666672
71,0.0142,11.9755,8.5936,3.9618,4.096,4.9134,5.592416666666668,-6.3830833333333326,-3.0011833333333326,1.6306166666666675,1.4964166666666676,0.6790166666666675
72,0.0144,11.3734,7.9704,3.7709,3.2026,5.7994,5.355183333333334,-6.0182166666666665,-2.615216666666666,1.5842833333333335,2.1525833333333337,-0.4442166666666667
73,0.0146,11.6434,7.3222,4.0751,3.099,7.0678,5.537016666666666,-6.1063833333333335,-1.7851833333333333,1.4619166666666663,2.438016666666666,-1.5307833333333338
74,0.0148,11.9763,6.6393,4.5709,4.3728,6.9889,5.7605,-6.2158,-0.8788,1.1896000000000004,1.3877000000000006,-1.2283999999999997
75,0.015,11.4028,6.7632,6.2214,4.8945,5.8432,5.856683333333334,-5.5461166666666655,-0.9065166666666666,-0.36471666666666636,0.9621833333333338,0.013483333333333292
76,0.0152,11.5626,6.4513,7.0335,5.3497,4.2398,5.77535,-5.787249999999999,-0.6759499999999994,-1.2581499999999997,0.4256500000000001,1.5355500000000006
77,0.0154,11.9787,5.3062,7.3435,4.8311,3.2568,5.455283333333333,-6.523416666666667,0.14908333333333346,-1.8882166666666667,0.6241833333333329,2.198483333333333
78,0.0156,11.4545,5.1214,6.5563,5.8667,3.401,5.402583333333332,-6.051916666666667,0.281183333333332,-1.1537166666666678,-0.4641166666666674,2.0015833333333326
79,0.0158,11.5337,4.9513,7.8662,5.8042,4.9134,5.847433333333334,-5.686266666666666,0.8961333333333341,-2.018766666666666,0.04323333333333412,0.9340333333333337
80,0.016,11.9794,5.5185,7.8067,3.2776,6.5124,5.851766666666666,-6.127633333333334,0.33326666666666593,-1.9549333333333339,2.5741666666666663,-0.6606333333333341
81,0.0162,11.4861,5.4575,8.1501,4.1378,6.5642,5.96865,-5.51745,0.5111500000000007,-2.18145,1.8308499999999999,-0.5955499999999994
82,0.0164,11.4637,4.9571,7.4493,5.1938,7.1402,6.0367500000000005,-5.426949999999999,1.0796500000000009,-1.4125499999999995,0.8429500000000001,-1.1034499999999996
83,0.0166,11.9802,4.2586,7.2973,4.6436,8.4856,6.11365,-5.86655,1.8550499999999994,-1.18365,1.4700499999999996,-2.37195
84,0.0168,11.5421,3.7306,7.9125,5.6551,8.5638,6.236816666666667,-5.305283333333333,2.506216666666667,-1.6756833333333327,0.5817166666666669,-2.3269833333333336
85,0.017,11.3979,5.6291,7.0072,5.6243,9.141,6.469416666666667,-4.928483333333333,0.8403166666666664,-0.5377833333333335,0.8451166666666667,-2.6715833333333334
86,0.0172,11.9823,4.8817,7.403,7.5618,10.4994,7.057566666666666,-4.924733333333334,2.175866666666666,-0.34543333333333326,-0.5042333333333335,-3.4418333333333333
87,0.0174,11.6137,4.1789,7.0006,8.9687,8.5768,6.726016666666666,-4.887683333333333,2.5471166666666667,-0.27458333333333407,-2.242683333333334,-1.8507833333333341
88,0.0176,11.4076,4.8357,6.7451,7.3634,6.6748,6.174033333333333,-5.233566666666667,1.338333333333333,-0.5710666666666668,-1.1893666666666673,-0.5007666666666672
89,0.0178,11.9787,4.7898,6.498,6.3689,5.8307,5.913983333333333,-6.0647166666666665,1.1241833333333338,-0.5840166666666669,-0.45491666666666664,0.08328333333333315
90,0.018,11.6821,5.4819,7.4427,4.7739,5.8057,5.867383333333334,-5.8147166666666665,0.3854833333333332,-1.5753166666666667,1.0934833333333334,0.061683333333333756
91,0.0182,11.3585,6.2263,7.7273,4.8484,5.731,5.98495,-5.373549999999999,-0.24134999999999973,-1.7423499999999992,1.1365500000000006,0.25395000000000056
92,0.0184,11.9738,7.1176,8.0314,5.2416,4.9715,6.225716666666666,-5.7480833333333345,-0.8918833333333342,-1.8056833333333335,0.9841166666666661,1.2542166666666663
93,0.0186,11.7248,6.9926,7.2775,4.0388,3.9378,5.665016666666667,-6.059783333333333,-1.3275833333333331,-1.6124833333333326,1.626216666666667,1.727216666666667
94,0.0188,11.3228,6.9532,7.2444,3.6441,3.2215,5.4008,-5.922000000000001,-1.5523999999999996,-1.8435999999999995,1.7567000000000004,2.1793000000000005
95,0.019,11.9644,6.8221,6.3175,4.1116,3.0161,5.375116666666666,-6.589283333333333,-1.4469833333333337,-0.9423833333333338,1.263516666666666,2.3590166666666663
96,0.0192,11.7812,6.9007,5.8605,3.9669,2.6724,5.20015,-6.58105,-1.7005499999999998,-0.6603500000000002,1.23325,2.5277499999999997
